dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
MOUSE_B,B cell,Mature_B,full_core,29,Bcl2a1b,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,30,Cxcr5,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,31,Cr2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,32,Apoe,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,33,Irf8,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,34,Gpr18,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,35,Cd55,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,36,Ifi27l2a,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,37,Pou2af1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,38,Vpreb3,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,39,Dtx1,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,40,Fam43a,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,41,Gngt2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,42,Gpr183,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,43,Btla,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,44,Ikzf3,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,45,Bcl2a1d,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,46,P2ry10,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,47,H2-Eb2,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,48,AW112010,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,49,Gem,False,False,False,False
MOUSE_B,B cell,Mature_B,full_core,50,Lgmn,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,1,Cd24a,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,2,Beta-s,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,3,Hbb-b2,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,4,S100a9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,5,Prdx2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,6,S100a8,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,7,Gpx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,8,Alas2,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,standard,9,Snca,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,10,Lcn2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,11,Fech,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,12,1100001G20Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,13,Car2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,14,Gypa,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,standard,15,Hp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,16,Sepx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,17,Lyz2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,18,Camp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,19,Ngp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,20,Ube2l6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,21,Ifitm6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,22,S100a11,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,23,Pglyrp1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,24,Txn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,25,H3f3a,False,True,True,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,26,Arf5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,27,Prdx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,28,Hbb-b1,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,29,Retnlg,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,30,Lyz1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,31,Hba-a2,True,True,False,True
MOUSE_B,immature B cell,Erythrocyte_like,standard,32,Isg20,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,33,Slc25a37,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,34,S100a6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,35,Slc4a1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,36,Hmgb2,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,37,Blvrb,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,38,Mkrn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,39,March2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,40,1810033B17Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,41,Ifitm3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,42,Isca1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,43,Hba-a1,True,True,False,True
MOUSE_B,immature B cell,Erythrocyte_like,standard,44,Ltf,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,45,Glrx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,46,Lrg1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,47,Shfm1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,48,1810058I24Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,49,Anxa1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,standard,50,St3gal5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,1,Cd24a,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,2,Beta-s,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,3,Hbb-b2,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,4,S100a9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,5,Prdx2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,6,S100a8,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,7,Gpx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,8,Alas2,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,9,Snca,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,10,Lcn2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,11,Fech,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,12,1100001G20Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,13,Car2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,14,Gypa,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,15,Hp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,16,Sepx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,17,Lyz2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,18,Camp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,19,Ngp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,20,Ube2l6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,21,Ifitm6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,22,S100a11,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,23,Pglyrp1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,24,Txn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,25,Arf5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,26,Prdx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,27,Hbb-b1,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,28,Retnlg,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,29,Lyz1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,30,Hba-a2,True,True,False,True
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,31,Isg20,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,32,Slc25a37,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,33,S100a6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,34,Slc4a1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,35,Hmgb2,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,36,Blvrb,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,37,Mkrn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,38,March2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,39,1810033B17Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,40,Ifitm3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,41,Isca1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,42,Hba-a1,True,True,False,True
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,43,Ltf,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,44,Glrx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,45,Lrg1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,46,Shfm1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,47,1810058I24Rik,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,48,Anxa1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,49,St3gal5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,filter_only,50,Mmp9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,1,Cd24a,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,2,Beta-s,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,3,S100a9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,4,Prdx2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,5,S100a8,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,6,Gpx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,7,Alas2,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,8,Snca,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,9,Lcn2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,10,Fech,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,11,Car2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,12,Gypa,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,13,Hp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,14,Sepx1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,15,Lyz2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,16,Camp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,17,Ngp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,18,Ube2l6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,19,Ifitm6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,20,S100a11,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,21,Pglyrp1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,22,Txn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,23,Arf5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,24,Prdx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,25,Retnlg,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,26,Lyz1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,27,Isg20,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,28,Slc25a37,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,29,S100a6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,30,Slc4a1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,31,Blvrb,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,32,Mkrn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,33,March2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,34,Ifitm3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,35,Isca1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,36,Ltf,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,37,Glrx5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,38,Lrg1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,39,Shfm1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,40,Anxa1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,41,St3gal5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,42,Mmp9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,43,Mgst1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,44,Trim10,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,45,Grina,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,46,Bnip3l,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,47,Taldo1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,48,Atpif1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,49,Cd177,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,regex_mask,50,Nt5c3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,1,Cd24a,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,2,Beta-s,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,3,Hbb-b2,True,True,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,4,S100a9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,5,Prdx2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,6,Alas2,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,full_core,7,Snca,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,8,Lcn2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,9,Fech,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,10,Car2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,11,Gypa,False,False,False,True
MOUSE_B,immature B cell,Erythrocyte_like,full_core,12,Hp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,13,Lyz2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,14,Camp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,15,Ngp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,16,Ube2l6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,17,Ifitm6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,18,Pglyrp1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,19,Retnlg,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,20,Lyz1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,21,Isg20,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,22,Slc25a37,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,23,S100a6,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,24,Slc4a1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,25,Blvrb,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,26,Mkrn1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,27,Ltf,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,28,Lrg1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,29,St3gal5,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,30,Mmp9,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,31,Mgst1,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,32,Trim10,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,33,Cd177,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,34,Nt5c3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,35,Hmbs,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,36,Urod,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,37,Alox5ap,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,38,Chi3l3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,39,Dhrs11,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,40,Tyrobp,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,41,Hmgn2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,42,Tfdp2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,43,Mmp8,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,44,Tspo2,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,45,Bpgm,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,46,Trem3,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,47,Gadd45a,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,48,Rhd,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,49,AA467197,False,False,False,False
MOUSE_B,immature B cell,Erythrocyte_like,full_core,50,Tspan33,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,1,Gata2,False,False,False,True
MOUSE_B,naive B cell,Mast_like,standard,2,Cpa3,False,False,False,True
MOUSE_B,naive B cell,Mast_like,standard,3,Mcpt8,False,False,False,True
MOUSE_B,naive B cell,Mast_like,standard,4,Cebpa,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,5,Fcer1a,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,6,Csrp3,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,7,Cd63,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,8,Prss34,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,9,Cyp11a1,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,10,Cd200r3,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,11,Itga2b,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,12,Cst7,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,13,Ctsg,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,14,Hdc,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,15,Rnase12,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,16,Alox5,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,17,Ifitm1,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,18,Fcgr3,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,19,Nedd4,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,20,Emilin2,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,21,Stx3,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,22,Ap3s1,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,23,Nkg7,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,24,Ccl9,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,25,Fxyd5,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,26,Ccl3,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,27,Il3ra,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,28,Crip1,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,29,Alox15,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,30,Ms4a2,False,False,False,True
MOUSE_B,naive B cell,Mast_like,standard,31,Fut7,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,32,Adck4,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,33,Gng12,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,34,Srgn,False,False,False,False
MOUSE_B,naive B cell,Mast_like,standard,35,Lat,False,False,False,False
